#          iterations=   6     deuteron energy=-.222458389E+01 MeV
#
#
#                  D-state probability=0.575987699E-01
#
#
#
#
#   p(fm-1)          3s1(fm**3/2)      3d1(fm**3/2)
   30.3100  0.791049717E-03  -.294410763E-04
   30.3200  0.789219710E-03  -.293693934E-04
   30.3300  0.787393937E-03  -.292978871E-04
   30.3400  0.785572387E-03  -.292265571E-04
   30.3500  0.783755051E-03  -.291554029E-04
   30.3600  0.781941919E-03  -.290844241E-04
   30.3700  0.780132982E-03  -.290136203E-04
   30.3800  0.778328230E-03  -.289429910E-04
   30.3900  0.776527652E-03  -.288725357E-04
   30.4000  0.774731240E-03  -.288022541E-04
   30.4100  0.772938984E-03  -.287321457E-04
   30.4200  0.771150874E-03  -.286622100E-04
   30.4300  0.769366901E-03  -.285924467E-04
   30.4400  0.767587055E-03  -.285228553E-04
   30.4500  0.765811326E-03  -.284534353E-04
   30.4600  0.764039705E-03  -.283841864E-04
   30.4700  0.762272183E-03  -.283151081E-04
   30.4800  0.760508750E-03  -.282462000E-04
   30.4900  0.758749396E-03  -.281774617E-04
   30.5000  0.756994112E-03  -.281088927E-04
   30.5100  0.755242889E-03  -.280404926E-04
   30.5200  0.753495717E-03  -.279722609E-04
   30.5300  0.751752587E-03  -.279041974E-04
   30.5400  0.750013489E-03  -.278363015E-04
   30.5500  0.748278415E-03  -.277685728E-04
   30.5600  0.746547355E-03  -.277010110E-04
   30.5700  0.744820299E-03  -.276336155E-04
   30.5800  0.743097239E-03  -.275663860E-04
   30.5900  0.741378164E-03  -.274993220E-04
   30.6000  0.739663067E-03  -.274324232E-04
   30.6100  0.737951937E-03  -.273656892E-04
   30.6200  0.736244766E-03  -.272991194E-04
   30.6300  0.734541544E-03  -.272327136E-04
   30.6400  0.732842263E-03  -.271664712E-04
   30.6500  0.731146912E-03  -.271003920E-04
   30.6600  0.729455484E-03  -.270344754E-04
   30.6700  0.727767968E-03  -.269687211E-04
   30.6800  0.726084356E-03  -.269031287E-04
   30.6900  0.724404640E-03  -.268376977E-04
   30.7000  0.722728809E-03  -.267724278E-04
   30.7100  0.721056855E-03  -.267073185E-04
   30.7200  0.719388768E-03  -.266423695E-04
   30.7300  0.717724541E-03  -.265775803E-04
   30.7400  0.716064164E-03  -.265129506E-04
   30.7500  0.714407628E-03  -.264484800E-04
   30.7600  0.712754924E-03  -.263841680E-04
   30.7700  0.711106043E-03  -.263200143E-04
   30.7800  0.709460977E-03  -.262560184E-04
   30.7900  0.707819716E-03  -.261921800E-04
   30.8000  0.706182253E-03  -.261284987E-04
   30.8100  0.704548577E-03  -.260649741E-04
   30.8200  0.702918681E-03  -.260016058E-04
   30.8300  0.701292556E-03  -.259383933E-04
   30.8400  0.699670192E-03  -.258753364E-04
   30.8500  0.698051581E-03  -.258124346E-04
   30.8600  0.696436715E-03  -.257496875E-04
   30.8700  0.694825585E-03  -.256870948E-04
   30.8800  0.693218182E-03  -.256246561E-04
   30.8900  0.691614497E-03  -.255623709E-04
   30.9000  0.690014523E-03  -.255002389E-04
   30.9100  0.688418250E-03  -.254382598E-04
   30.9200  0.686825669E-03  -.253764330E-04
   30.9300  0.685236773E-03  -.253147583E-04
   30.9400  0.683651553E-03  -.252532353E-04
   30.9500  0.682070000E-03  -.251918636E-04
   30.9600  0.680492105E-03  -.251306428E-04
   30.9700  0.678917861E-03  -.250695725E-04
   30.9800  0.677347259E-03  -.250086524E-04
   30.9900  0.675780290E-03  -.249478821E-04
   31.0000  0.674216946E-03  -.248872612E-04
   31.0100  0.672657219E-03  -.248267893E-04
   31.0200  0.671101100E-03  -.247664661E-04
   31.0300  0.669548581E-03  -.247062912E-04
   31.0400  0.667999653E-03  -.246462642E-04
   31.0500  0.666454309E-03  -.245863847E-04
   31.0600  0.664912540E-03  -.245266525E-04
   31.0700  0.663374337E-03  -.244670671E-04
   31.0800  0.661839693E-03  -.244076281E-04
   31.0900  0.660308599E-03  -.243483352E-04
   31.1000  0.658781048E-03  -.242891880E-04
   31.1100  0.657257030E-03  -.242301862E-04
   31.1200  0.655736537E-03  -.241713294E-04
   31.1300  0.654219563E-03  -.241126172E-04
   31.1400  0.652706097E-03  -.240540493E-04
   31.1500  0.651196133E-03  -.239956253E-04
   31.1600  0.649689662E-03  -.239373449E-04
   31.1700  0.648186676E-03  -.238792077E-04
   31.1800  0.646687167E-03  -.238212133E-04
   31.1900  0.645191127E-03  -.237633614E-04
   31.2000  0.643698547E-03  -.237056516E-04
   31.2100  0.642209421E-03  -.236480836E-04
   31.2200  0.640723740E-03  -.235906570E-04
   31.2300  0.639241495E-03  -.235333714E-04
   31.2400  0.637762680E-03  -.234762266E-04
   31.2500  0.636287286E-03  -.234192222E-04
   31.2600  0.634815305E-03  -.233623577E-04
   31.2700  0.633346729E-03  -.233056330E-04
   31.2800  0.631881550E-03  -.232490475E-04
   31.2900  0.630419762E-03  -.231926010E-04
   31.3000  0.628961354E-03  -.231362932E-04
   31.3100  0.627506321E-03  -.230801236E-04
   31.3200  0.626054654E-03  -.230240919E-04
   31.3300  0.624606345E-03  -.229681979E-04
   31.3400  0.623161386E-03  -.229124410E-04
   31.3500  0.621719770E-03  -.228568211E-04
   31.3600  0.620281490E-03  -.228013378E-04
   31.3700  0.618846536E-03  -.227459906E-04
   31.3800  0.617414902E-03  -.226907794E-04
   31.3900  0.615986580E-03  -.226357037E-04
   31.4000  0.614561563E-03  -.225807632E-04
   31.4100  0.613139842E-03  -.225259575E-04
   31.4200  0.611721410E-03  -.224712864E-04
   31.4300  0.610306259E-03  -.224167495E-04
   31.4400  0.608894382E-03  -.223623465E-04
   31.4500  0.607485772E-03  -.223080770E-04
   31.4600  0.606080420E-03  -.222539407E-04
   31.4700  0.604678319E-03  -.221999372E-04
   31.4800  0.603279462E-03  -.221460663E-04
   31.4900  0.601883840E-03  -.220923276E-04
   31.5000  0.600491448E-03  -.220387208E-04
   31.5100  0.599102277E-03  -.219852455E-04
   31.5200  0.597716319E-03  -.219319014E-04
   31.5300  0.596333568E-03  -.218786882E-04
   31.5400  0.594954015E-03  -.218256056E-04
   31.5500  0.593577654E-03  -.217726533E-04
   31.5600  0.592204477E-03  -.217198308E-04
   31.5700  0.590834476E-03  -.216671379E-04
   31.5800  0.589467645E-03  -.216145744E-04
   31.5900  0.588103976E-03  -.215621397E-04
   31.6000  0.586743462E-03  -.215098337E-04
   31.6100  0.585386095E-03  -.214576560E-04
   31.6200  0.584031869E-03  -.214056063E-04
   31.6300  0.582680775E-03  -.213536842E-04
   31.6400  0.581332806E-03  -.213018895E-04
   31.6500  0.579987956E-03  -.212502219E-04
   31.6600  0.578646218E-03  -.211986809E-04
   31.6700  0.577307583E-03  -.211472664E-04
   31.6800  0.575972045E-03  -.210959779E-04
   31.6900  0.574639596E-03  -.210448152E-04
   31.7000  0.573310231E-03  -.209937780E-04
   31.7100  0.571983940E-03  -.209428660E-04
   31.7200  0.570660718E-03  -.208920787E-04
   31.7300  0.569340556E-03  -.208414160E-04
   31.7400  0.568023449E-03  -.207908775E-04
   31.7500  0.566709389E-03  -.207404630E-04
   31.7600  0.565398369E-03  -.206901720E-04
   31.7700  0.564090381E-03  -.206400043E-04
   31.7800  0.562785420E-03  -.205899596E-04
   31.7900  0.561483477E-03  -.205400376E-04
   31.8000  0.560184547E-03  -.204902379E-04
   31.8100  0.558888621E-03  -.204405604E-04
   31.8200  0.557595693E-03  -.203910046E-04
   31.8300  0.556305757E-03  -.203415702E-04
   31.8400  0.555018804E-03  -.202922571E-04
   31.8500  0.553734829E-03  -.202430648E-04
   31.8600  0.552453824E-03  -.201939930E-04
   31.8700  0.551175782E-03  -.201450415E-04
   31.8800  0.549900697E-03  -.200962100E-04
   31.8900  0.548628562E-03  -.200474981E-04
   31.9000  0.547359370E-03  -.199989056E-04
   31.9100  0.546093114E-03  -.199504322E-04
   31.9200  0.544829787E-03  -.199020775E-04
   31.9300  0.543569383E-03  -.198538413E-04
   31.9400  0.542311894E-03  -.198057233E-04
   31.9500  0.541057315E-03  -.197577232E-04
   31.9600  0.539805638E-03  -.197098407E-04
   31.9700  0.538556857E-03  -.196620755E-04
   31.9800  0.537310964E-03  -.196144273E-04
   31.9900  0.536067954E-03  -.195668959E-04
   32.0000  0.534827819E-03  -.195194808E-04
   32.0100  0.533590554E-03  -.194721820E-04
   32.0200  0.532356150E-03  -.194249989E-04
   32.0300  0.531124602E-03  -.193779315E-04
   32.0400  0.529895904E-03  -.193309793E-04
   32.0500  0.528670047E-03  -.192841421E-04
   32.0600  0.527447027E-03  -.192374196E-04
   32.0700  0.526226836E-03  -.191908115E-04
   32.0800  0.525009468E-03  -.191443176E-04
   32.0900  0.523794916E-03  -.190979375E-04
   32.1000  0.522583173E-03  -.190516710E-04
   32.1100  0.521374234E-03  -.190055178E-04
   32.1200  0.520168092E-03  -.189594776E-04
   32.1300  0.518964740E-03  -.189135501E-04
   32.1400  0.517764172E-03  -.188677351E-04
   32.1500  0.516566381E-03  -.188220323E-04
   32.1600  0.515371361E-03  -.187764413E-04
   32.1700  0.514179106E-03  -.187309620E-04
   32.1800  0.512989608E-03  -.186855939E-04
   32.1900  0.511802863E-03  -.186403370E-04
   32.2000  0.510618863E-03  -.185951908E-04
   32.2100  0.509437602E-03  -.185501552E-04
   32.2200  0.508259074E-03  -.185052297E-04
   32.2300  0.507083272E-03  -.184604143E-04
   32.2400  0.505910190E-03  -.184157085E-04
   32.2500  0.504739822E-03  -.183711121E-04
   32.2600  0.503572162E-03  -.183266249E-04
   32.2700  0.502407203E-03  -.182822466E-04
   32.2800  0.501244939E-03  -.182379768E-04
   32.2900  0.500085363E-03  -.181938154E-04
   32.3000  0.498928470E-03  -.181497621E-04
   32.3100  0.497774254E-03  -.181058165E-04
   32.3200  0.496622708E-03  -.180619785E-04
   32.3300  0.495473825E-03  -.180182478E-04
   32.3400  0.494327601E-03  -.179746240E-04
   32.3500  0.493184028E-03  -.179311070E-04
   32.3600  0.492043100E-03  -.178876964E-04
   32.3700  0.490904812E-03  -.178443920E-04
   32.3800  0.489769158E-03  -.178011936E-04
   32.3900  0.488636130E-03  -.177581009E-04
   32.4000  0.487505724E-03  -.177151135E-04
   32.4100  0.486377933E-03  -.176722314E-04
   32.4200  0.485252751E-03  -.176294541E-04
   32.4300  0.484130171E-03  -.175867814E-04
   32.4400  0.483010189E-03  -.175442131E-04
   32.4500  0.481892798E-03  -.175017490E-04
   32.4600  0.480777992E-03  -.174593887E-04
   32.4700  0.479665764E-03  -.174171319E-04
   32.4800  0.478556110E-03  -.173749786E-04
   32.4900  0.477449023E-03  -.173329283E-04
   32.5000  0.476344496E-03  -.172909808E-04
   32.5100  0.475242525E-03  -.172491359E-04
   32.5200  0.474143104E-03  -.172073934E-04
   32.5300  0.473046226E-03  -.171657529E-04
   32.5400  0.471951885E-03  -.171242142E-04
   32.5500  0.470860076E-03  -.170827770E-04
   32.5600  0.469770792E-03  -.170414412E-04
   32.5700  0.468684029E-03  -.170002065E-04
   32.5800  0.467599780E-03  -.169590725E-04
   32.5900  0.466518039E-03  -.169180391E-04
   32.6000  0.465438800E-03  -.168771060E-04
   32.6100  0.464362058E-03  -.168362730E-04
   32.6200  0.463287807E-03  -.167955398E-04
   32.6300  0.462216042E-03  -.167549061E-04
   32.6400  0.461146755E-03  -.167143718E-04
   32.6500  0.460079943E-03  -.166739366E-04
   32.6600  0.459015598E-03  -.166336001E-04
   32.6700  0.457953716E-03  -.165933623E-04
   32.6800  0.456894290E-03  -.165532228E-04
   32.6900  0.455837315E-03  -.165131813E-04
   32.7000  0.454782785E-03  -.164732378E-04
   32.7100  0.453730695E-03  -.164333918E-04
   32.7200  0.452681038E-03  -.163936432E-04
   32.7300  0.451633810E-03  -.163539918E-04
   32.7400  0.450589005E-03  -.163144372E-04
   32.7500  0.449546616E-03  -.162749793E-04
   32.7600  0.448506639E-03  -.162356177E-04
   32.7700  0.447469068E-03  -.161963524E-04
   32.7800  0.446433897E-03  -.161571830E-04
   32.7900  0.445401121E-03  -.161181092E-04
   32.8000  0.444370735E-03  -.160791309E-04
   32.8100  0.443342731E-03  -.160402479E-04
   32.8200  0.442317106E-03  -.160014598E-04
   32.8300  0.441293854E-03  -.159627665E-04
   32.8400  0.440272969E-03  -.159241676E-04
   32.8500  0.439254446E-03  -.158856631E-04
   32.8600  0.438238279E-03  -.158472526E-04
   32.8700  0.437224462E-03  -.158089359E-04
   32.8800  0.436212991E-03  -.157707128E-04
   32.8900  0.435203860E-03  -.157325831E-04
   32.9000  0.434197063E-03  -.156945465E-04
   32.9100  0.433192596E-03  -.156566027E-04
   32.9200  0.432190452E-03  -.156187516E-04
   32.9300  0.431190627E-03  -.155809930E-04
   32.9400  0.430193114E-03  -.155433265E-04
   32.9500  0.429197910E-03  -.155057521E-04
   32.9600  0.428205007E-03  -.154682693E-04
   32.9700  0.427214402E-03  -.154308781E-04
   32.9800  0.426226088E-03  -.153935782E-04
   32.9900  0.425240060E-03  -.153563693E-04
   33.0000  0.424256314E-03  -.153192513E-04
   33.0100  0.423274843E-03  -.152822239E-04
   33.0200  0.422295643E-03  -.152452869E-04
   33.0300  0.421318708E-03  -.152084400E-04
   33.0400  0.420344034E-03  -.151716831E-04
   33.0500  0.419371614E-03  -.151350160E-04
   33.0600  0.418401443E-03  -.150984383E-04
   33.0700  0.417433517E-03  -.150619499E-04
   33.0800  0.416467830E-03  -.150255506E-04
   33.0900  0.415504378E-03  -.149892401E-04
   33.1000  0.414543154E-03  -.149530182E-04
   33.1100  0.413584153E-03  -.149168847E-04
   33.1200  0.412627372E-03  -.148808394E-04
   33.1300  0.411672803E-03  -.148448821E-04
   33.1400  0.410720443E-03  -.148090125E-04
   33.1500  0.409770286E-03  -.147732304E-04
   33.1600  0.408822328E-03  -.147375356E-04
   33.1700  0.407876562E-03  -.147019280E-04
   33.1800  0.406932984E-03  -.146664072E-04
   33.1900  0.405991589E-03  -.146309731E-04
   33.2000  0.405052372E-03  -.145956255E-04
   33.2100  0.404115327E-03  -.145603640E-04
   33.2200  0.403180451E-03  -.145251887E-04
   33.2300  0.402247737E-03  -.144900991E-04
   33.2400  0.401317181E-03  -.144550951E-04
   33.2500  0.400388777E-03  -.144201765E-04
   33.2600  0.399462521E-03  -.143853431E-04
   33.2700  0.398538409E-03  -.143505947E-04
   33.2800  0.397616434E-03  -.143159310E-04
   33.2900  0.396696591E-03  -.142813519E-04
   33.3000  0.395778877E-03  -.142468571E-04
   33.3100  0.394863286E-03  -.142124464E-04
   33.3200  0.393949813E-03  -.141781197E-04
   33.3300  0.393038453E-03  -.141438766E-04
   33.3400  0.392129202E-03  -.141097171E-04
   33.3500  0.391222053E-03  -.140756409E-04
   33.3600  0.390317004E-03  -.140416478E-04
   33.3700  0.389414048E-03  -.140077376E-04
   33.3800  0.388513181E-03  -.139739101E-04
   33.3900  0.387614399E-03  -.139401650E-04
   33.4000  0.386717695E-03  -.139065023E-04
   33.4100  0.385823066E-03  -.138729216E-04
   33.4200  0.384930506E-03  -.138394228E-04
   33.4300  0.384040012E-03  -.138060056E-04
   33.4400  0.383151577E-03  -.137726699E-04
   33.4500  0.382265198E-03  -.137394155E-04
   33.4600  0.381380869E-03  -.137062422E-04
   33.4700  0.380498586E-03  -.136731497E-04
   33.4800  0.379618344E-03  -.136401379E-04
   33.4900  0.378740139E-03  -.136072066E-04
   33.5000  0.377863965E-03  -.135743555E-04
   33.5100  0.376989818E-03  -.135415845E-04
   33.5200  0.376117693E-03  -.135088934E-04
   33.5300  0.375247586E-03  -.134762820E-04
   33.5400  0.374379491E-03  -.134437501E-04
   33.5500  0.373513405E-03  -.134112974E-04
   33.5600  0.372649323E-03  -.133789238E-04
   33.5700  0.371787240E-03  -.133466291E-04
   33.5800  0.370927150E-03  -.133144131E-04
   33.5900  0.370069051E-03  -.132822757E-04
   33.6000  0.369212937E-03  -.132502165E-04
   33.6100  0.368358803E-03  -.132182354E-04
   33.6200  0.367506645E-03  -.131863323E-04
   33.6300  0.366656459E-03  -.131545069E-04
   33.6400  0.365808239E-03  -.131227591E-04
   33.6500  0.364961981E-03  -.130910886E-04
   33.6600  0.364117682E-03  -.130594953E-04
   33.6700  0.363275335E-03  -.130279789E-04
   33.6800  0.362434938E-03  -.129965393E-04
   33.6900  0.361596484E-03  -.129651763E-04
   33.7000  0.360759970E-03  -.129338897E-04
   33.7100  0.359925391E-03  -.129026793E-04
   33.7200  0.359092743E-03  -.128715450E-04
   33.7300  0.358262021E-03  -.128404865E-04
   33.7400  0.357433221E-03  -.128095036E-04
   33.7500  0.356606339E-03  -.127785962E-04
   33.7600  0.355781369E-03  -.127477641E-04
   33.7700  0.354958307E-03  -.127170070E-04
   33.7800  0.354137150E-03  -.126863249E-04
   33.7900  0.353317893E-03  -.126557175E-04
   33.8000  0.352500530E-03  -.126251846E-04
   33.8100  0.351685059E-03  -.125947261E-04
   33.8200  0.350871474E-03  -.125643418E-04
   33.8300  0.350059771E-03  -.125340314E-04
   33.8400  0.349249946E-03  -.125037949E-04
   33.8500  0.348441994E-03  -.124736320E-04
   33.8600  0.347635912E-03  -.124435425E-04
   33.8700  0.346831694E-03  -.124135263E-04
   33.8800  0.346029337E-03  -.123835831E-04
   33.8900  0.345228836E-03  -.123537129E-04
   33.9000  0.344430187E-03  -.123239154E-04
   33.9100  0.343633385E-03  -.122941904E-04
   33.9200  0.342838427E-03  -.122645378E-04
   33.9300  0.342045308E-03  -.122349574E-04
   33.9400  0.341254023E-03  -.122054489E-04
   33.9500  0.340464569E-03  -.121760124E-04
   33.9600  0.339676942E-03  -.121466474E-04
   33.9700  0.338891136E-03  -.121173540E-04
   33.9800  0.338107149E-03  -.120881318E-04
   33.9900  0.337324975E-03  -.120589808E-04
   34.0000  0.336544610E-03  -.120299007E-04
   34.0100  0.335766051E-03  -.120008914E-04
   34.0200  0.334989293E-03  -.119719527E-04
   34.0300  0.334214332E-03  -.119430844E-04
   34.0400  0.333441163E-03  -.119142864E-04
   34.0500  0.332669784E-03  -.118855584E-04
   34.0600  0.331900189E-03  -.118569004E-04
   34.0700  0.331132374E-03  -.118283120E-04
   34.0800  0.330366335E-03  -.117997933E-04
   34.0900  0.329602069E-03  -.117713439E-04
   34.1000  0.328839570E-03  -.117429638E-04
   34.1100  0.328078836E-03  -.117146527E-04
   34.1200  0.327319861E-03  -.116864105E-04
   34.1300  0.326562643E-03  -.116582370E-04
   34.1400  0.325807176E-03  -.116301321E-04
   34.1500  0.325053456E-03  -.116020955E-04
   34.1600  0.324301481E-03  -.115741272E-04
   34.1700  0.323551245E-03  -.115462268E-04
   34.1800  0.322802744E-03  -.115183944E-04
   34.1900  0.322055975E-03  -.114906296E-04
   34.2000  0.321310934E-03  -.114629324E-04
   34.2100  0.320567616E-03  -.114353025E-04
   34.2200  0.319826018E-03  -.114077399E-04
   34.2300  0.319086136E-03  -.113802442E-04
   34.2400  0.318347965E-03  -.113528155E-04
   34.2500  0.317611502E-03  -.113254535E-04
   34.2600  0.316876742E-03  -.112981580E-04
   34.2700  0.316143682E-03  -.112709289E-04
   34.2800  0.315412318E-03  -.112437660E-04
   34.2900  0.314682647E-03  -.112166692E-04
   34.3000  0.313954663E-03  -.111896382E-04
   34.3100  0.313228363E-03  -.111626730E-04
   34.3200  0.312503743E-03  -.111357734E-04
   34.3300  0.311780800E-03  -.111089391E-04
   34.3400  0.311059529E-03  -.110821701E-04
   34.3500  0.310339927E-03  -.110554662E-04
   34.3600  0.309621989E-03  -.110288273E-04
   34.3700  0.308905713E-03  -.110022530E-04
   34.3800  0.308191093E-03  -.109757434E-04
   34.3900  0.307478127E-03  -.109492983E-04
   34.4000  0.306766810E-03  -.109229174E-04
   34.4100  0.306057138E-03  -.108966007E-04
   34.4200  0.305349108E-03  -.108703479E-04
   34.4300  0.304642717E-03  -.108441589E-04
   34.4400  0.303937959E-03  -.108180336E-04
   34.4500  0.303234832E-03  -.107919719E-04
   34.4600  0.302533331E-03  -.107659734E-04
   34.4700  0.301833453E-03  -.107400382E-04
   34.4800  0.301135195E-03  -.107141659E-04
   34.4900  0.300438551E-03  -.106883566E-04
   34.5000  0.299743519E-03  -.106626100E-04
   34.5100  0.299050096E-03  -.106369259E-04
   34.5200  0.298358276E-03  -.106113043E-04
   34.5300  0.297668057E-03  -.105857450E-04
   34.5400  0.296979434E-03  -.105602477E-04
   34.5500  0.296292405E-03  -.105348124E-04
   34.5600  0.295606964E-03  -.105094389E-04
   34.5700  0.294923110E-03  -.104841271E-04
   34.5800  0.294240838E-03  -.104588768E-04
   34.5900  0.293560144E-03  -.104336878E-04
   34.6000  0.292881024E-03  -.104085600E-04
   34.6100  0.292203476E-03  -.103834933E-04
   34.6200  0.291527495E-03  -.103584875E-04
   34.6300  0.290853078E-03  -.103335424E-04
   34.6400  0.290180221E-03  -.103086579E-04
   34.6500  0.289508921E-03  -.102838339E-04
   34.6600  0.288839174E-03  -.102590702E-04
   34.6700  0.288170976E-03  -.102343666E-04
   34.6800  0.287504324E-03  -.102097230E-04
   34.6900  0.286839214E-03  -.101851393E-04
   34.7000  0.286175643E-03  -.101606153E-04
   34.7100  0.285513607E-03  -.101361509E-04
   34.7200  0.284853102E-03  -.101117459E-04
   34.7300  0.284194126E-03  -.100874002E-04
   34.7400  0.283536674E-03  -.100631136E-04
   34.7500  0.282880743E-03  -.100388860E-04
   34.7600  0.282226329E-03  -.100147172E-04
   34.7700  0.281573429E-03  -.999060715E-05
   34.7800  0.280922040E-03  -.996655563E-05
   34.7900  0.280272157E-03  -.994256250E-05
   34.8000  0.279623778E-03  -.991862764E-05
   34.8100  0.278976899E-03  -.989475090E-05
   34.8200  0.278331517E-03  -.987093214E-05
   34.8300  0.277687627E-03  -.984717121E-05
   34.8400  0.277045227E-03  -.982346797E-05
   34.8500  0.276404313E-03  -.979982228E-05
   34.8600  0.275764882E-03  -.977623401E-05
   34.8700  0.275126930E-03  -.975270300E-05
   34.8800  0.274490454E-03  -.972922912E-05
   34.8900  0.273855451E-03  -.970581222E-05
   34.9000  0.273221916E-03  -.968245218E-05
   34.9100  0.272589847E-03  -.965914884E-05
   34.9200  0.271959240E-03  -.963590207E-05
   34.9300  0.271330092E-03  -.961271173E-05
   34.9400  0.270702399E-03  -.958957768E-05
   34.9500  0.270076159E-03  -.956649979E-05
   34.9600  0.269451367E-03  -.954347791E-05
   34.9700  0.268828021E-03  -.952051191E-05
   34.9800  0.268206117E-03  -.949760165E-05
   34.9900  0.267585651E-03  -.947474700E-05
   35.0000  0.266966621E-03  -.945194781E-05
   35.0100  0.266349023E-03  -.942920395E-05
   35.0200  0.265732854E-03  -.940651529E-05
   35.0300  0.265118110E-03  -.938388169E-05
   35.0400  0.264504788E-03  -.936130302E-05
   35.0500  0.263892885E-03  -.933877914E-05
   35.0600  0.263282398E-03  -.931630991E-05
   35.0700  0.262673323E-03  -.929389520E-05
   35.0800  0.262065657E-03  -.927153488E-05
   35.0900  0.261459396E-03  -.924922882E-05
   35.1000  0.260854539E-03  -.922697688E-05
   35.1100  0.260251080E-03  -.920477893E-05
   35.1200  0.259649018E-03  -.918263483E-05
   35.1300  0.259048348E-03  -.916054446E-05
   35.1400  0.258449068E-03  -.913850768E-05
   35.1500  0.257851174E-03  -.911652436E-05
   35.1600  0.257254664E-03  -.909459437E-05
   35.1700  0.256659533E-03  -.907271758E-05
   35.1800  0.256065779E-03  -.905089386E-05
   35.1900  0.255473399E-03  -.902912308E-05
   35.2000  0.254882389E-03  -.900740510E-05
   35.2100  0.254292747E-03  -.898573981E-05
   35.2200  0.253704468E-03  -.896412706E-05
   35.2300  0.253117551E-03  -.894256674E-05
   35.2400  0.252531991E-03  -.892105871E-05
   35.2500  0.251947786E-03  -.889960284E-05
   35.2600  0.251364932E-03  -.887819901E-05
   35.2700  0.250783427E-03  -.885684709E-05
   35.2800  0.250203267E-03  -.883554695E-05
   35.2900  0.249624449E-03  -.881429847E-05
   35.3000  0.249046970E-03  -.879310151E-05
   35.3100  0.248470827E-03  -.877195596E-05
   35.3200  0.247896017E-03  -.875086168E-05
   35.3300  0.247322537E-03  -.872981855E-05
   35.3400  0.246750383E-03  -.870882645E-05
   35.3500  0.246179553E-03  -.868788524E-05
   35.3600  0.245610043E-03  -.866699481E-05
   35.3700  0.245041851E-03  -.864615503E-05
   35.3800  0.244474974E-03  -.862536578E-05
   35.3900  0.243909408E-03  -.860462693E-05
   35.4000  0.243345150E-03  -.858393836E-05
   35.4100  0.242782198E-03  -.856329995E-05
   35.4200  0.242220548E-03  -.854271156E-05
   35.4300  0.241660197E-03  -.852217309E-05
   35.4400  0.241101142E-03  -.850168441E-05
   35.4500  0.240543381E-03  -.848124539E-05
   35.4600  0.239986910E-03  -.846085591E-05
   35.4700  0.239431727E-03  -.844051586E-05
   35.4800  0.238877828E-03  -.842022511E-05
   35.4900  0.238325210E-03  -.839998354E-05
   35.5000  0.237773871E-03  -.837979104E-05
   35.5100  0.237223807E-03  -.835964747E-05
   35.5200  0.236675015E-03  -.833955272E-05
   35.5300  0.236127494E-03  -.831950667E-05
   35.5400  0.235581238E-03  -.829950921E-05
   35.5500  0.235036247E-03  -.827956021E-05
   35.5600  0.234492516E-03  -.825965955E-05
   35.5700  0.233950043E-03  -.823980712E-05
   35.5800  0.233408826E-03  -.822000279E-05
   35.5900  0.232868860E-03  -.820024645E-05
   35.6000  0.232330143E-03  -.818053799E-05
   35.6100  0.231792673E-03  -.816087728E-05
   35.6200  0.231256446E-03  -.814126421E-05
   35.6300  0.230721459E-03  -.812169866E-05
   35.6400  0.230187710E-03  -.810218052E-05
   35.6500  0.229655196E-03  -.808270966E-05
   35.6600  0.229123914E-03  -.806328598E-05
   35.6700  0.228593861E-03  -.804390935E-05
   35.6800  0.228065034E-03  -.802457967E-05
   35.6900  0.227537430E-03  -.800529681E-05
   35.7000  0.227011047E-03  -.798606067E-05
   35.7100  0.226485882E-03  -.796687112E-05
   35.7200  0.225961932E-03  -.794772806E-05
   35.7300  0.225439194E-03  -.792863137E-05
   35.7400  0.224917665E-03  -.790958094E-05
   35.7500  0.224397342E-03  -.789057665E-05
   35.7600  0.223878223E-03  -.787161839E-05
   35.7700  0.223360306E-03  -.785270605E-05
   35.7800  0.222843586E-03  -.783383951E-05
   35.7900  0.222328062E-03  -.781501867E-05
   35.8000  0.221813730E-03  -.779624341E-05
   35.8100  0.221300588E-03  -.777751363E-05
   35.8200  0.220788633E-03  -.775882920E-05
   35.8300  0.220277863E-03  -.774019001E-05
   35.8400  0.219768274E-03  -.772159597E-05
   35.8500  0.219259864E-03  -.770304695E-05
   35.8600  0.218752631E-03  -.768454285E-05
   35.8700  0.218246570E-03  -.766608356E-05
   35.8800  0.217741681E-03  -.764766896E-05
   35.8900  0.217237959E-03  -.762929895E-05
   35.9000  0.216735403E-03  -.761097342E-05
   35.9100  0.216234009E-03  -.759269226E-05
   35.9200  0.215733776E-03  -.757445536E-05
   35.9300  0.215234699E-03  -.755626262E-05
   35.9400  0.214736777E-03  -.753811392E-05
   35.9500  0.214240007E-03  -.752000915E-05
   35.9600  0.213744386E-03  -.750194822E-05
   35.9700  0.213249912E-03  -.748393101E-05
   35.9800  0.212756581E-03  -.746595741E-05
   35.9900  0.212264392E-03  -.744802733E-05
   36.0000  0.211773342E-03  -.743014065E-05
   36.0100  0.211283427E-03  -.741229726E-05
   36.0200  0.210794646E-03  -.739449706E-05
   36.0300  0.210306996E-03  -.737673995E-05
   36.0400  0.209820474E-03  -.735902582E-05
   36.0500  0.209335077E-03  -.734135457E-05
   36.0600  0.208850803E-03  -.732372608E-05
   36.0700  0.208367650E-03  -.730614026E-05
   36.0800  0.207885614E-03  -.728859700E-05
   36.0900  0.207404693E-03  -.727109619E-05
