#          iterations=   6     deuteron energy=-.222458389E+01 MeV
#
#
#                  D-state probability=0.575987699E-01
#
#
#
#
#   p(fm-1)          3s1(fm**3/2)      3d1(fm**3/2)
   16.1500  0.210134294E-01  -.105966541E-02
   16.1600  0.209648171E-01  -.105681469E-02
   16.1700  0.209163173E-01  -.105397206E-02
   16.1800  0.208679297E-01  -.105113751E-02
   16.1900  0.208196540E-01  -.104831100E-02
   16.2000  0.207714900E-01  -.104549252E-02
   16.2100  0.207234374E-01  -.104268204E-02
   16.2200  0.206754960E-01  -.103987952E-02
   16.2300  0.206276655E-01  -.103708496E-02
   16.2400  0.205799457E-01  -.103429833E-02
   16.2500  0.205323362E-01  -.103151959E-02
   16.2600  0.204848369E-01  -.102874874E-02
   16.2700  0.204374475E-01  -.102598573E-02
   16.2800  0.203901677E-01  -.102323056E-02
   16.2900  0.203429972E-01  -.102048319E-02
   16.3000  0.202959359E-01  -.101774360E-02
   16.3100  0.202489835E-01  -.101501177E-02
   16.3200  0.202021397E-01  -.101228767E-02
   16.3300  0.201554043E-01  -.100957128E-02
   16.3400  0.201087769E-01  -.100686258E-02
   16.3500  0.200622575E-01  -.100416155E-02
   16.3600  0.200158456E-01  -.100146815E-02
   16.3700  0.199695412E-01  -.998782372E-03
   16.3800  0.199233438E-01  -.996104188E-03
   16.3900  0.198772533E-01  -.993433574E-03
   16.4000  0.198312695E-01  -.990770508E-03
   16.4100  0.197853920E-01  -.988114967E-03
   16.4200  0.197396207E-01  -.985466928E-03
   16.4300  0.196939552E-01  -.982826369E-03
   16.4400  0.196483954E-01  -.980193266E-03
   16.4500  0.196029410E-01  -.977567597E-03
   16.4600  0.195575917E-01  -.974949339E-03
   16.4700  0.195123474E-01  -.972338470E-03
   16.4800  0.194672077E-01  -.969734968E-03
   16.4900  0.194221724E-01  -.967138810E-03
   16.5000  0.193772413E-01  -.964549974E-03
   16.5100  0.193324142E-01  -.961968438E-03
   16.5200  0.192876908E-01  -.959394179E-03
   16.5300  0.192430708E-01  -.956827176E-03
   16.5400  0.191985541E-01  -.954267406E-03
   16.5500  0.191541403E-01  -.951714849E-03
   16.5600  0.191098293E-01  -.949169481E-03
   16.5700  0.190656208E-01  -.946631282E-03
   16.5800  0.190215146E-01  -.944100229E-03
   16.5900  0.189775104E-01  -.941576301E-03
   16.6000  0.189336080E-01  -.939059477E-03
   16.6100  0.188898072E-01  -.936549734E-03
   16.6200  0.188461077E-01  -.934047052E-03
   16.6300  0.188025092E-01  -.931551410E-03
   16.6400  0.187590117E-01  -.929062785E-03
   16.6500  0.187156148E-01  -.926581157E-03
   16.6600  0.186723182E-01  -.924106506E-03
   16.6700  0.186291219E-01  -.921638809E-03
   16.6800  0.185860254E-01  -.919178045E-03
   16.6900  0.185430287E-01  -.916724195E-03
   16.7000  0.185001314E-01  -.914277236E-03
   16.7100  0.184573334E-01  -.911837149E-03
   16.7200  0.184146344E-01  -.909403913E-03
   16.7300  0.183720341E-01  -.906977507E-03
   16.7400  0.183295324E-01  -.904557910E-03
   16.7500  0.182871291E-01  -.902145102E-03
   16.7600  0.182448238E-01  -.899739062E-03
   16.7700  0.182026164E-01  -.897339771E-03
   16.7800  0.181605066E-01  -.894947208E-03
   16.7900  0.181184943E-01  -.892561353E-03
   16.8000  0.180765791E-01  -.890182185E-03
   16.8100  0.180347609E-01  -.887809684E-03
   16.8200  0.179930395E-01  -.885443832E-03
   16.8300  0.179514145E-01  -.883084606E-03
   16.8400  0.179098859E-01  -.880731989E-03
   16.8500  0.178684533E-01  -.878385959E-03
   16.8600  0.178271166E-01  -.876046497E-03
   16.8700  0.177858755E-01  -.873713583E-03
   16.8800  0.177447299E-01  -.871387199E-03
   16.8900  0.177036794E-01  -.869067323E-03
   16.9000  0.176627238E-01  -.866753938E-03
   16.9100  0.176218631E-01  -.864447022E-03
   16.9200  0.175810968E-01  -.862146558E-03
   16.9300  0.175404249E-01  -.859852525E-03
   16.9400  0.174998470E-01  -.857564904E-03
   16.9500  0.174593630E-01  -.855283677E-03
   16.9600  0.174189727E-01  -.853008824E-03
   16.9700  0.173786758E-01  -.850740325E-03
   16.9800  0.173384721E-01  -.848478163E-03
   16.9900  0.172983615E-01  -.846222318E-03
   17.0000  0.172583436E-01  -.843972771E-03
   17.0100  0.172184183E-01  -.841729504E-03
   17.0200  0.171785854E-01  -.839492497E-03
   17.0300  0.171388446E-01  -.837261732E-03
   17.0400  0.170991958E-01  -.835037191E-03
   17.0500  0.170596386E-01  -.832818854E-03
   17.0600  0.170201730E-01  -.830606704E-03
   17.0700  0.169807987E-01  -.828400721E-03
   17.0800  0.169415155E-01  -.826200888E-03
   17.0900  0.169023231E-01  -.824007186E-03
   17.1000  0.168632215E-01  -.821819597E-03
   17.1100  0.168242102E-01  -.819638103E-03
   17.1200  0.167852893E-01  -.817462685E-03
   17.1300  0.167464583E-01  -.815293326E-03
   17.1400  0.167077172E-01  -.813130008E-03
   17.1500  0.166690658E-01  -.810972711E-03
   17.1600  0.166305037E-01  -.808821420E-03
   17.1700  0.165920308E-01  -.806676115E-03
   17.1800  0.165536470E-01  -.804536779E-03
   17.1900  0.165153519E-01  -.802403394E-03
   17.2000  0.164771455E-01  -.800275942E-03
   17.2100  0.164390274E-01  -.798154407E-03
   17.2200  0.164009975E-01  -.796038770E-03
   17.2300  0.163630556E-01  -.793929013E-03
   17.2400  0.163252015E-01  -.791825120E-03
   17.2500  0.162874349E-01  -.789727073E-03
   17.2600  0.162497557E-01  -.787634855E-03
   17.2700  0.162121636E-01  -.785548448E-03
   17.2800  0.161746586E-01  -.783467835E-03
   17.2900  0.161372403E-01  -.781392999E-03
   17.3000  0.160999085E-01  -.779323923E-03
   17.3100  0.160626632E-01  -.777260590E-03
   17.3200  0.160255039E-01  -.775202983E-03
   17.3300  0.159884307E-01  -.773151084E-03
   17.3400  0.159514432E-01  -.771104877E-03
   17.3500  0.159145413E-01  -.769064346E-03
   17.3600  0.158777247E-01  -.767029472E-03
   17.3700  0.158409933E-01  -.765000241E-03
   17.3800  0.158043469E-01  -.762976634E-03
   17.3900  0.157677853E-01  -.760958635E-03
   17.4000  0.157313083E-01  -.758946228E-03
   17.4100  0.156949156E-01  -.756939397E-03
   17.4200  0.156586071E-01  -.754938124E-03
   17.4300  0.156223826E-01  -.752942393E-03
   17.4400  0.155862420E-01  -.750952189E-03
   17.4500  0.155501849E-01  -.748967494E-03
   17.4600  0.155142112E-01  -.746988292E-03
   17.4700  0.154783208E-01  -.745014568E-03
   17.4800  0.154425134E-01  -.743046304E-03
   17.4900  0.154067888E-01  -.741083486E-03
   17.5000  0.153711469E-01  -.739126096E-03
   17.5100  0.153355875E-01  -.737174119E-03
   17.5200  0.153001102E-01  -.735227540E-03
   17.5300  0.152647151E-01  -.733286341E-03
   17.5400  0.152294019E-01  -.731350508E-03
   17.5500  0.151941703E-01  -.729420024E-03
   17.5600  0.151590203E-01  -.727494873E-03
   17.5700  0.151239515E-01  -.725575041E-03
   17.5800  0.150889639E-01  -.723660511E-03
   17.5900  0.150540572E-01  -.721751268E-03
   17.6000  0.150192313E-01  -.719847296E-03
   17.6100  0.149844860E-01  -.717948579E-03
   17.6200  0.149498210E-01  -.716055103E-03
   17.6300  0.149152362E-01  -.714166852E-03
   17.6400  0.148807315E-01  -.712283811E-03
   17.6500  0.148463065E-01  -.710405963E-03
   17.6600  0.148119612E-01  -.708533295E-03
   17.6700  0.147776953E-01  -.706665791E-03
   17.6800  0.147435088E-01  -.704803435E-03
   17.6900  0.147094013E-01  -.702946212E-03
   17.7000  0.146753727E-01  -.701094109E-03
   17.7100  0.146414228E-01  -.699247109E-03
   17.7200  0.146075515E-01  -.697405197E-03
   17.7300  0.145737585E-01  -.695568359E-03
   17.7400  0.145400437E-01  -.693736580E-03
   17.7500  0.145064069E-01  -.691909844E-03
   17.7600  0.144728479E-01  -.690088138E-03
   17.7700  0.144393666E-01  -.688271447E-03
   17.7800  0.144059627E-01  -.686459755E-03
   17.7900  0.143726360E-01  -.684653048E-03
   17.8000  0.143393865E-01  -.682851312E-03
   17.8100  0.143062139E-01  -.681054532E-03
   17.8200  0.142731181E-01  -.679262694E-03
   17.8300  0.142400988E-01  -.677475782E-03
   17.8400  0.142071558E-01  -.675693784E-03
   17.8500  0.141742891E-01  -.673916684E-03
   17.8600  0.141414985E-01  -.672144468E-03
   17.8700  0.141087837E-01  -.670377121E-03
   17.8800  0.140761445E-01  -.668614631E-03
   17.8900  0.140435809E-01  -.666856981E-03
   17.9000  0.140110926E-01  -.665104160E-03
   17.9100  0.139786795E-01  -.663356151E-03
   17.9200  0.139463413E-01  -.661612941E-03
   17.9300  0.139140780E-01  -.659874517E-03
   17.9400  0.138818893E-01  -.658140864E-03
   17.9500  0.138497751E-01  -.656411968E-03
   17.9600  0.138177351E-01  -.654687816E-03
   17.9700  0.137857693E-01  -.652968393E-03
   17.9800  0.137538774E-01  -.651253686E-03
   17.9900  0.137220593E-01  -.649543682E-03
   18.0000  0.136903149E-01  -.647838365E-03
   18.0100  0.136586438E-01  -.646137724E-03
   18.0200  0.136270460E-01  -.644441744E-03
   18.0300  0.135955213E-01  -.642750412E-03
   18.0400  0.135640696E-01  -.641063713E-03
   18.0500  0.135326906E-01  -.639381636E-03
   18.0600  0.135013842E-01  -.637704166E-03
   18.0700  0.134701502E-01  -.636031289E-03
   18.0800  0.134389885E-01  -.634362993E-03
   18.0900  0.134078989E-01  -.632699264E-03
   18.1000  0.133768812E-01  -.631040090E-03
   18.1100  0.133459352E-01  -.629385456E-03
   18.1200  0.133150608E-01  -.627735349E-03
   18.1300  0.132842579E-01  -.626089757E-03
   18.1400  0.132535262E-01  -.624448666E-03
   18.1500  0.132228656E-01  -.622812064E-03
   18.1600  0.131922760E-01  -.621179937E-03
   18.1700  0.131617571E-01  -.619552272E-03
   18.1800  0.131313088E-01  -.617929056E-03
   18.1900  0.131009310E-01  -.616310277E-03
   18.2000  0.130706234E-01  -.614695922E-03
   18.2100  0.130403859E-01  -.613085977E-03
   18.2200  0.130102184E-01  -.611480430E-03
   18.2300  0.129801207E-01  -.609879269E-03
   18.2400  0.129500926E-01  -.608282480E-03
   18.2500  0.129201340E-01  -.606690051E-03
   18.2600  0.128902447E-01  -.605101969E-03
   18.2700  0.128604245E-01  -.603518223E-03
   18.2800  0.128306733E-01  -.601938798E-03
   18.2900  0.128009910E-01  -.600363683E-03
   18.3000  0.127713773E-01  -.598792866E-03
   18.3100  0.127418321E-01  -.597226333E-03
   18.3200  0.127123552E-01  -.595664073E-03
   18.3300  0.126829466E-01  -.594106073E-03
   18.3400  0.126536060E-01  -.592552320E-03
   18.3500  0.126243332E-01  -.591002804E-03
   18.3600  0.125951282E-01  -.589457510E-03
   18.3700  0.125659908E-01  -.587916428E-03
   18.3800  0.125369207E-01  -.586379545E-03
   18.3900  0.125079179E-01  -.584846849E-03
   18.4000  0.124789822E-01  -.583318327E-03
   18.4100  0.124501135E-01  -.581793968E-03
   18.4200  0.124213115E-01  -.580273761E-03
   18.4300  0.123925761E-01  -.578757692E-03
   18.4400  0.123639073E-01  -.577245749E-03
   18.4500  0.123353047E-01  -.575737922E-03
   18.4600  0.123067683E-01  -.574234198E-03
   18.4700  0.122782980E-01  -.572734566E-03
   18.4800  0.122498935E-01  -.571239013E-03
   18.4900  0.122215547E-01  -.569747528E-03
   18.5000  0.121932815E-01  -.568260099E-03
   18.5100  0.121650736E-01  -.566776714E-03
   18.5200  0.121369311E-01  -.565297363E-03
   18.5300  0.121088536E-01  -.563822032E-03
   18.5400  0.120808411E-01  -.562350711E-03
   18.5500  0.120528934E-01  -.560883389E-03
   18.5600  0.120250103E-01  -.559420053E-03
   18.5700  0.119971918E-01  -.557960692E-03
   18.5800  0.119694376E-01  -.556505296E-03
   18.5900  0.119417476E-01  -.555053851E-03
   18.6000  0.119141217E-01  -.553606348E-03
   18.6100  0.118865597E-01  -.552162774E-03
   18.6200  0.118590614E-01  -.550723119E-03
   18.6300  0.118316268E-01  -.549287371E-03
   18.6400  0.118042556E-01  -.547855520E-03
   18.6500  0.117769477E-01  -.546427553E-03
   18.6600  0.117497031E-01  -.545003459E-03
   18.6700  0.117225214E-01  -.543583229E-03
   18.6800  0.116954026E-01  -.542166850E-03
   18.6900  0.116683466E-01  -.540754312E-03
   18.7000  0.116413531E-01  -.539345603E-03
   18.7100  0.116144221E-01  -.537940712E-03
   18.7200  0.115875535E-01  -.536539630E-03
   18.7300  0.115607469E-01  -.535142344E-03
   18.7400  0.115340024E-01  -.533748843E-03
   18.7500  0.115073197E-01  -.532359118E-03
   18.7600  0.114806988E-01  -.530973158E-03
   18.7700  0.114541395E-01  -.529590950E-03
   18.7800  0.114276416E-01  -.528212486E-03
   18.7900  0.114012050E-01  -.526837753E-03
   18.8000  0.113748295E-01  -.525466742E-03
   18.8100  0.113485151E-01  -.524099441E-03
   18.8200  0.113222615E-01  -.522735841E-03
   18.8300  0.112960687E-01  -.521375930E-03
   18.8400  0.112699365E-01  -.520019698E-03
   18.8500  0.112438647E-01  -.518667135E-03
   18.8600  0.112178533E-01  -.517318230E-03
   18.8700  0.111919020E-01  -.515972972E-03
   18.8800  0.111660108E-01  -.514631352E-03
   18.8900  0.111401794E-01  -.513293358E-03
   18.9000  0.111144078E-01  -.511958981E-03
   18.9100  0.110886959E-01  -.510628211E-03
   18.9200  0.110630434E-01  -.509301036E-03
   18.9300  0.110374502E-01  -.507977446E-03
   18.9400  0.110119163E-01  -.506657432E-03
   18.9500  0.109864414E-01  -.505340984E-03
   18.9600  0.109610255E-01  -.504028090E-03
   18.9700  0.109356684E-01  -.502718741E-03
   18.9800  0.109103699E-01  -.501412928E-03
   18.9900  0.108851300E-01  -.500110639E-03
   19.0000  0.108599484E-01  -.498811864E-03
   19.0100  0.108348251E-01  -.497516595E-03
   19.0200  0.108097599E-01  -.496224820E-03
   19.0300  0.107847527E-01  -.494936531E-03
   19.0400  0.107598034E-01  -.493651716E-03
   19.0500  0.107349117E-01  -.492370366E-03
   19.0600  0.107100777E-01  -.491092472E-03
   19.0700  0.106853011E-01  -.489818023E-03
   19.0800  0.106605818E-01  -.488547009E-03
   19.0900  0.106359197E-01  -.487279421E-03
   19.1000  0.106113147E-01  -.486015250E-03
   19.1100  0.105867666E-01  -.484754485E-03
   19.1200  0.105622752E-01  -.483497116E-03
   19.1300  0.105378406E-01  -.482243135E-03
   19.1400  0.105134624E-01  -.480992532E-03
   19.1500  0.104891407E-01  -.479745296E-03
   19.1600  0.104648752E-01  -.478501418E-03
   19.1700  0.104406659E-01  -.477260890E-03
   19.1800  0.104165125E-01  -.476023700E-03
   19.1900  0.103924151E-01  -.474789841E-03
   19.2000  0.103683733E-01  -.473559302E-03
   19.2100  0.103443872E-01  -.472332074E-03
   19.2200  0.103204566E-01  -.471108148E-03
   19.2300  0.102965814E-01  -.469887514E-03
   19.2400  0.102727614E-01  -.468670163E-03
   19.2500  0.102489965E-01  -.467456085E-03
   19.2600  0.102252865E-01  -.466245272E-03
   19.2700  0.102016314E-01  -.465037715E-03
   19.2800  0.101780311E-01  -.463833403E-03
   19.2900  0.101544853E-01  -.462632328E-03
   19.3000  0.101309940E-01  -.461434480E-03
   19.3100  0.101075571E-01  -.460239852E-03
   19.3200  0.100841743E-01  -.459048432E-03
   19.3300  0.100608457E-01  -.457860213E-03
   19.3400  0.100375710E-01  -.456675185E-03
   19.3500  0.100143502E-01  -.455493339E-03
   19.3600  0.999118311E-02  -.454314667E-03
   19.3700  0.996806960E-02  -.453139159E-03
   19.3800  0.994500956E-02  -.451966806E-03
   19.3900  0.992200287E-02  -.450797600E-03
   19.4000  0.989904940E-02  -.449631531E-03
   19.4100  0.987614903E-02  -.448468591E-03
   19.4200  0.985330164E-02  -.447308771E-03
   19.4300  0.983050710E-02  -.446152062E-03
   19.4400  0.980776530E-02  -.444998455E-03
   19.4500  0.978507611E-02  -.443847942E-03
   19.4600  0.976243940E-02  -.442700514E-03
   19.4700  0.973985507E-02  -.441556162E-03
   19.4800  0.971732298E-02  -.440414877E-03
   19.4900  0.969484301E-02  -.439276651E-03
   19.5000  0.967241505E-02  -.438141475E-03
   19.5100  0.965003898E-02  -.437009341E-03
   19.5200  0.962771466E-02  -.435880240E-03
   19.5300  0.960544200E-02  -.434754164E-03
   19.5400  0.958322086E-02  -.433631104E-03
   19.5500  0.956105112E-02  -.432511051E-03
   19.5600  0.953893268E-02  -.431393997E-03
   19.5700  0.951686540E-02  -.430279934E-03
   19.5800  0.949484917E-02  -.429168852E-03
   19.5900  0.947288387E-02  -.428060745E-03
   19.6000  0.945096939E-02  -.426955603E-03
   19.6100  0.942910561E-02  -.425853419E-03
   19.6200  0.940729240E-02  -.424754183E-03
   19.6300  0.938552966E-02  -.423657887E-03
   19.6400  0.936381726E-02  -.422564524E-03
   19.6500  0.934215509E-02  -.421474085E-03
   19.6600  0.932054304E-02  -.420386562E-03
   19.6700  0.929898098E-02  -.419301946E-03
   19.6800  0.927746880E-02  -.418220230E-03
   19.6900  0.925600639E-02  -.417141405E-03
   19.7000  0.923459363E-02  -.416065463E-03
   19.7100  0.921323041E-02  -.414992396E-03
   19.7200  0.919191661E-02  -.413922197E-03
   19.7300  0.917065211E-02  -.412854856E-03
   19.7400  0.914943681E-02  -.411790366E-03
   19.7500  0.912827059E-02  -.410728720E-03
   19.7600  0.910715333E-02  -.409669908E-03
   19.7700  0.908608493E-02  -.408613924E-03
   19.7800  0.906506527E-02  -.407560758E-03
   19.7900  0.904409423E-02  -.406510404E-03
   19.8000  0.902317170E-02  -.405462853E-03
   19.8100  0.900229758E-02  -.404418098E-03
   19.8200  0.898147175E-02  -.403376130E-03
   19.8300  0.896069410E-02  -.402336943E-03
   19.8400  0.893996451E-02  -.401300527E-03
   19.8500  0.891928288E-02  -.400266876E-03
   19.8600  0.889864909E-02  -.399235981E-03
   19.8700  0.887806304E-02  -.398207835E-03
   19.8800  0.885752461E-02  -.397182431E-03
   19.8900  0.883703370E-02  -.396159760E-03
   19.9000  0.881659018E-02  -.395139815E-03
   19.9100  0.879619397E-02  -.394122588E-03
   19.9200  0.877584493E-02  -.393108072E-03
   19.9300  0.875554297E-02  -.392096259E-03
   19.9400  0.873528798E-02  -.391087142E-03
   19.9500  0.871507985E-02  -.390080712E-03
   19.9600  0.869491846E-02  -.389076963E-03
   19.9700  0.867480372E-02  -.388075888E-03
   19.9800  0.865473551E-02  -.387077477E-03
   19.9900  0.863471372E-02  -.386081725E-03
   20.0000  0.861473826E-02  -.385088624E-03
   20.0100  0.859480900E-02  -.384098166E-03
   20.0200  0.857492585E-02  -.383110344E-03
   20.0300  0.855508870E-02  -.382125150E-03
   20.0400  0.853529743E-02  -.381142578E-03
   20.0500  0.851555196E-02  -.380162620E-03
   20.0600  0.849585216E-02  -.379185268E-03
   20.0700  0.847619793E-02  -.378210516E-03
   20.0800  0.845658917E-02  -.377238356E-03
   20.0900  0.843702578E-02  -.376268780E-03
   20.1000  0.841750764E-02  -.375301783E-03
   20.1100  0.839803466E-02  -.374337356E-03
   20.1200  0.837860672E-02  -.373375493E-03
   20.1300  0.835922373E-02  -.372416186E-03
   20.1400  0.833988558E-02  -.371459428E-03
   20.1500  0.832059217E-02  -.370505211E-03
   20.1600  0.830134338E-02  -.369553530E-03
   20.1700  0.828213913E-02  -.368604377E-03
   20.1800  0.826297931E-02  -.367657745E-03
   20.1900  0.824386381E-02  -.366713627E-03
   20.2000  0.822479253E-02  -.365772015E-03
   20.2100  0.820576537E-02  -.364832904E-03
   20.2200  0.818678223E-02  -.363896285E-03
   20.2300  0.816784301E-02  -.362962153E-03
   20.2400  0.814894759E-02  -.362030499E-03
   20.2500  0.813009589E-02  -.361101318E-03
   20.2600  0.811128780E-02  -.360174602E-03
   20.2700  0.809252323E-02  -.359250345E-03
   20.2800  0.807380206E-02  -.358328540E-03
   20.2900  0.805512420E-02  -.357409179E-03
   20.3000  0.803648955E-02  -.356492256E-03
   20.3100  0.801789801E-02  -.355577765E-03
   20.3200  0.799934948E-02  -.354665699E-03
   20.3300  0.798084386E-02  -.353756050E-03
   20.3400  0.796238105E-02  -.352848812E-03
   20.3500  0.794396095E-02  -.351943979E-03
